DBN,School Name,Borough,District,Grade Span,Enrollment,ELA Students Tested,ELA Mean Scale Score,ELA % Proficient,ELA % Level 4,ELA Proficiency Percentile (NYC Schools),Math Students Tested,Math Mean Scale Score,Math % Proficient,Math % Level 4,Math Proficiency Percentile (NYC Schools),Average % Proficient,Average Proficiency Percentile (NYC Schools),% Asian and Pacific Islander,% Black,% Hispanic,% White,% Multi-Racial,% Native American,% Students with Disabilities,% English Language Learners,% Poverty,Economic Need Index
06M314,Muscota,Manhattan,6,K-5,285,125,455.2,56.8,31.2,69.4,124,464.5,71.0,26.6,71.2,63.9,70.3,3.2,3.9,37.9,42.5,12.6,0.0,25.6,4.2,29.1,32.6
22K889,P.S. 889,Brooklyn,22,PK-5,440,178,457.2,62.9,31.5,79.4,179,457.8,64.8,18.4,61.2,63.9,70.3,8.6,21.1,26.4,36.6,6.4,0.9,26.4,3.9,45.0,46.0
31R013,P.S. 013 M. L. Lindemeyer,Staten Island,31,PK-5,761,322,452.5,56.5,24.5,69.2,324,464.3,71.0,31.5,71.3,63.8,70.3,28.6,10.9,42.2,16.3,1.3,0.7,31.3,19.2,80.9,78.0
22K277,P.S. 277 Gerritsen Beach,Brooklyn,22,PK-5,280,120,455.5,60.0,29.2,73.9,120,458.9,67.5,19.2,65.8,63.8,69.9,26.4,2.9,15.4,52.5,2.9,0.0,22.9,6.4,53.6,40.0
24Q049,P.S. 049 Dorothy Bonawit Kole,Queens,24,K-8,1220,763,452.1,56.2,26.5,68.2,670,463.1,71.0,27.6,71.6,63.6,69.9,24.9,0.5,29.8,41.6,3.0,0.2,17.9,6.6,48.6,45.3
29Q038,P.S. 038 Rosedale,Queens,29,K-5,226,97,453.0,59.8,28.9,73.6,91,465.5,67.0,36.3,64.3,63.4,69.0,9.3,72.1,11.5,0.9,4.4,1.8,24.8,5.3,67.3,68.5
21K216,P.S. 216 Arturo Toscanini,Brooklyn,21,3K-5,688,307,450.3,53.1,20.2,63.9,307,463.0,73.6,22.5,75.0,63.4,69.5,29.9,4.4,20.2,43.6,0.9,1.0,20.3,27.6,81.0,79.8
20K186,P.S. 186 Dr. Irving A Gladstone,Brooklyn,20,K-5,908,472,450.8,52.1,22.2,62.2,486,465.7,74.5,28.8,76.1,63.3,69.1,30.4,0.8,38.1,29.1,0.7,1.0,17.5,36.8,82.2,79.9
21K097,P.S. 97 The Highlawn,Brooklyn,21,3K-5,900,372,449.2,50.3,20.7,58.5,380,468.7,76.3,37.4,79.0,63.3,68.8,48.0,1.6,22.9,25.2,1.4,0.9,19.0,23.4,76.2,73.3
11X019,P.S. 019 Judith K. Weiss,Bronx,11,PK-8,715,442,454.2,59.7,28.3,73.4,419,460.9,66.8,24.8,63.9,63.3,68.6,3.6,8.1,35.9,47.1,3.6,1.5,13.8,6.4,61.0,52.4
12X044,P.S. 044 David C. Farragut,Bronx,12,3K-5,189,58,454.8,60.3,31.0,74.5,59,460.3,66.1,22.0,63.0,63.2,68.8,1.1,32.8,65.1,0.0,1.1,0.0,28.6,18.5,>95%,>95%
28Q175,P.S. 175 The Lynn Gross Discovery School,Queens,28,PK-5,659,254,449.9,51.6,23.2,61.1,258,467.0,74.8,33.3,76.7,63.2,68.9,30.7,2.0,19.6,42.5,5.0,0.3,16.4,20.3,61.9,58.2
30Q017,P.S. 017 Henry David Thoreau,Queens,30,3K-5,571,226,452.9,54.4,27.9,65.9,227,464.9,71.8,29.1,72.3,63.1,69.1,12.8,8.1,42.2,31.2,5.3,0.5,17.2,13.7,60.4,60.1
29Q095,P.S. 095 Eastwood,Queens,29,K-5,1021,471,450.0,51.0,19.5,60.3,478,467.1,75.1,33.1,77.5,63.0,68.9,43.7,9.3,39.8,0.8,1.4,5.1,16.8,27.2,78.7,81.0
26Q018,P.S. 018 Winchester,Queens,26,3K-5,441,136,451.8,53.7,22.1,65.4,141,463.5,72.3,27.0,72.9,63.0,69.1,54.9,11.3,20.6,7.5,2.5,3.2,21.1,12.9,67.1,54.9
08X304,P.S. 304 Early Childhood School,Bronx,8,3K-5,557,240,453.2,58.3,22.1,71.4,244,463.7,67.6,27.0,66.5,63.0,69.0,12.9,8.1,69.5,7.4,0.9,1.1,33.8,7.7,69.7,64.6
13K492,Academy of Arts and Letters,Brooklyn,13,PK-8,770,457,454.5,61.7,27.6,77.1,397,458.9,64.2,21.9,59.9,63.0,68.5,6.0,34.4,13.4,37.5,8.4,0.3,18.8,2.9,34.7,45.3
30Q002,P.S. 002 Alfred Zimberg,Queens,30,3K-5,546,210,450.8,58.6,23.3,72.0,213,458.4,67.1,23.5,64.9,62.9,68.4,16.5,3.8,39.7,37.5,2.0,0.2,16.7,17.6,72.0,65.5
27Q047,P.S. 047 Chris Galas,Queens,27,3K-8,264,128,452.7,57.0,25.0,69.8,108,463.1,68.5,26.9,67.7,62.8,68.8,6.1,3.4,20.1,67.4,2.7,0.4,29.5,1.9,42.8,32.4
04M083,P.S. 083 Luis Munoz Rivera,Manhattan,4,3K-5,297,115,454.4,55.7,31.3,67.6,116,464.9,69.8,29.3,69.8,62.7,68.7,6.4,13.8,72.7,3.7,2.4,0.7,34.7,16.8,>95%,93.2
06M192,P.S. 192 Jacob H. Schiff,Manhattan,6,3K-5,207,94,447.8,46.8,19.1,52.8,98,469.9,78.6,36.7,81.6,62.7,67.2,1.4,6.8,88.4,1.9,0.0,1.4,22.7,21.7,91.3,86.7
25Q022,P.S. 022 Thomas Jefferson,Queens,25,PK-5,673,365,450.2,52.9,26.3,63.3,374,467.8,72.5,36.6,73.4,62.7,68.3,56.3,0.4,39.5,2.2,1.0,0.4,19.0,43.8,79.6,76.6
05M092,P.S. 092 Mary McLeod Bethune,Manhattan,5,PK-5,159,46,446.6,47.8,13.0,54.7,48,467.4,77.1,33.3,80.0,62.5,67.3,1.9,40.3,46.5,5.7,5.0,0.0,45.3,17.0,>95%,94.1
31R004,P.S. 004 Maurice Wollin,Staten Island,31,3K-5,863,365,450.4,54.5,18.1,66.3,367,462.9,70.3,23.4,70.6,62.4,68.4,24.8,1.0,19.7,51.6,2.4,0.5,30.9,8.7,48.0,44.3
31R001,P.S. 001 Tottenville,Staten Island,31,PK-5,490,210,454.9,63.8,26.2,80.9,213,456.4,60.6,20.2,55.4,62.2,68.1,5.7,1.4,24.1,67.6,1.2,0.0,30.8,5.7,40.0,38.3
19K013,P.S. 013 Roberto Clemente,Brooklyn,19,3K-5,327,130,453.6,60.8,34.6,75.3,131,459.1,63.4,24.4,58.6,62.1,67.0,2.8,59.9,32.7,2.4,0.6,1.5,30.0,14.4,94.5,91.6
31R036,P.S. 036 J. C. Drumgoole,Staten Island,31,3K-5,809,358,453.1,58.7,21.8,72.2,359,459.1,65.5,17.8,62.2,62.1,67.2,19.5,1.6,14.3,61.6,2.5,0.5,26.1,4.3,43.0,33.2
21K177,P.S. 177 The Marlboro,Brooklyn,21,PK-5,878,394,449.3,50.8,22.1,59.7,401,465.5,73.3,29.7,74.6,62.0,67.2,27.4,2.2,27.3,41.8,0.9,0.3,24.9,27.3,88.8,88.1
26Q046,P.S. 046 Alley Pond,Queens,26,3K-5,511,206,448.9,49.5,24.3,57.2,208,468.1,74.5,34.1,76.2,62.0,66.7,56.0,5.1,20.9,12.9,3.5,1.6,36.6,13.5,60.9,48.8
29Q034,P.S. 034 John Harvard,Queens,29,PK-5,437,163,451.2,56.4,21.5,68.9,173,461.8,67.1,27.2,64.5,61.7,66.7,20.4,46.9,24.3,2.7,1.4,4.3,23.6,21.5,82.6,74.9
24Q081,P.S. 81Q Jean Paul Richter,Queens,24,3K-5,606,284,447.9,45.4,14.1,50.3,283,465.5,77.7,27.9,81.0,61.6,65.7,2.0,1.0,89.3,6.4,0.3,1.0,25.6,25.2,89.1,84.2
31R861,Staten Island School of Civic Leadership,Staten Island,31,PK-8,788,516,451.8,55.4,24.8,67.2,516,460.6,67.6,23.8,66.7,61.5,66.9,21.7,23.6,36.0,15.6,2.5,0.5,25.9,7.4,75.4,66.6
29Q181,P.S. 181 Brookfield,Queens,29,3K-5,333,111,450.8,53.2,21.6,64.3,109,459.6,69.7,18.3,69.7,61.4,67.0,6.9,65.8,17.7,1.5,3.9,4.2,34.2,4.8,71.5,69.2
09X204,P.S. 204 Morris Heights,Bronx,9,PK-5,550,258,451.6,55.4,20.9,67.2,260,460.4,67.3,21.2,65.6,61.4,66.4,1.6,21.6,74.7,0.9,0.4,0.5,26.4,14.7,91.8,94.0
24Q343,The Children's Lab School,Queens,24,K-5,463,214,450.3,55.6,21.5,67.5,219,461.1,67.1,26.9,64.8,61.4,66.1,21.6,1.1,52.9,19.2,4.3,0.9,25.5,16.6,69.1,64.2
17K397,P.S. 397 Foster-Laurie,Brooklyn,17,PK-5,179,68,456.8,60.3,30.9,74.3,69,459.0,62.3,23.2,57.2,61.3,65.7,4.5,69.8,19.0,4.5,0.6,1.7,36.9,7.8,82.1,81.8
31R042,P.S. 042 Eltingville,Staten Island,31,PK-5,984,480,452.1,55.0,23.3,66.6,487,461.2,67.6,25.7,65.9,61.3,66.3,23.9,0.8,15.5,56.9,2.6,0.2,26.5,10.5,43.5,42.2
24Q113,P.S./I.S. 113 Anthony J. Pranzo,Queens,24,PK-8,747,499,451.6,57.1,22.8,70.3,497,460.4,65.2,24.9,61.7,61.2,66.0,12.7,2.0,43.4,38.8,2.3,0.8,15.9,8.7,53.7,50.0
23K041,P.S. 041 Francis White,Brooklyn,23,3K-5,184,85,453.2,63.5,18.8,80.2,80,456.3,58.8,20.0,52.3,61.1,66.2,0.5,73.4,21.7,0.0,2.7,1.1,33.2,6.5,>95%,>95%
14K257,P.S. 257 John F. Hylan,Brooklyn,14,3K-5,417,178,451.8,55.1,25.8,66.8,183,461.7,67.2,29.0,65.2,61.1,66.0,0.5,21.1,75.8,1.7,0.2,0.7,42.4,16.1,87.8,88.6
07X025,P.S. 025 Bilingual School,Bronx,7,3K-5,380,129,450.7,55.8,16.3,67.9,132,460.9,65.9,21.2,62.9,60.9,65.4,1.1,7.9,89.2,0.5,0.8,0.5,36.1,26.6,>95%,92.4
22K255,P.S. 255 Barbara Reing School,Brooklyn,22,K-5,780,377,452.6,55.2,28.4,67.0,386,463.4,65.8,31.9,62.7,60.5,64.9,31.8,2.3,9.7,54.2,1.5,0.4,16.4,19.5,77.8,76.1
02M225,Ella Baker School,Manhattan,2,PK-8,322,141,455.2,63.8,31.2,81.0,140,453.6,57.1,20.0,49.6,60.5,65.3,7.1,16.1,39.4,30.4,6.2,0.6,29.8,9.0,48.1,52.9
29Q208,P.S./I.S. 208,Queens,29,K-8,621,407,451.9,56.3,20.6,68.4,382,459.5,64.7,24.1,60.8,60.5,64.6,13.2,56.4,15.5,1.3,2.7,10.8,27.5,2.6,66.2,57.3
20K048,P.S. 048 Mapleton,Brooklyn,20,PK-5,459,211,449.4,53.1,20.9,63.8,219,459.8,67.6,22.8,66.2,60.3,65.0,32.2,0.0,42.3,23.1,2.0,0.4,27.2,21.6,85.4,84.2
24Q128,"P.S. 128 The Lorraine Tuzzo, Juniper Valley Elemen",Queens,24,K-8,614,392,450.6,57.4,24.5,70.7,334,459.9,63.2,27.8,58.4,60.3,64.5,11.7,1.6,30.6,52.6,2.9,0.5,21.5,6.8,39.6,38.5
12X211,P.S. 211,Bronx,12,3K-5,234,49,449.4,53.1,16.3,63.5,49,457.9,67.3,20.4,65.7,60.2,64.6,0.4,22.6,74.4,1.3,0.4,0.9,31.6,15.8,92.7,94.7
31R065,P.S. 65 The Academy of Innovative Learning,Staten Island,31,PK-5,320,156,453.7,57.7,24.4,71.0,160,458.7,62.5,20.0,57.5,60.1,64.2,1.9,23.4,54.1,14.7,5.9,0.0,32.5,2.8,78.8,70.8
17K221,P.S. 221 Toussaint L'Ouverture,Brooklyn,17,3K-5,147,43,454.0,53.5,30.2,64.6,48,461.4,66.7,25.0,63.6,60.1,64.1,1.4,78.2,14.3,2.7,2.0,1.4,29.9,6.1,92.5,89.8
25Q165,P.S. 165 Edith K. Bergtraum,Queens,25,PK-5,587,258,450.0,53.1,26.4,64.0,263,462.6,66.9,31.2,64.1,60.0,64.1,44.1,15.0,26.9,9.0,2.6,2.2,32.7,12.1,71.0,68.6
29Q251,P.S. 251 Queens,Queens,29,PK-5,205,81,451.2,55.6,23.5,67.3,73,460.1,64.4,23.3,60.4,60.0,63.9,9.8,63.9,18.5,0.0,4.4,3.4,22.4,15.1,81.0,75.5
22K312,P.S. 312 Bergen Beach,Brooklyn,22,3K-5,653,284,449.4,52.1,23.2,62.1,287,461.9,67.6,27.2,66.3,59.9,64.2,15.2,33.4,16.4,30.9,3.1,1.1,22.5,9.5,62.5,53.8
25Q214,P.S. 214 Cadwallader Colden,Queens,25,3K-5,304,173,448.4,52.0,19.7,61.8,170,461.5,67.6,26.5,66.8,59.8,64.3,60.5,5.9,28.6,2.0,2.0,1.0,25.0,25.3,69.4,73.8
27Q207,P.S. 207 Rockwood Park,Queens,27,3K-8,670,347,448.7,51.0,18.4,60.4,352,460.9,68.5,24.4,67.6,59.7,64.0,12.8,2.7,27.8,52.7,3.1,0.4,24.0,3.4,36.9,31.2
06M103,Dos Puentes Elementary School,Manhattan,6,K-5,415,183,450.2,54.1,24.0,65.7,190,460.3,65.3,24.2,62.0,59.7,63.8,1.2,2.2,70.8,22.7,3.1,0.0,22.9,28.9,57.6,57.6
10X279,"P.S. 279 Captain Manuel Rivera, Jr.",Bronx,10,K-8,611,441,450.4,54.2,19.3,65.8,442,460.4,65.2,24.9,61.6,59.7,63.7,2.3,15.4,81.2,0.7,0.2,0.3,24.5,15.4,>95%,>95%
13K009,Public School 9 The Sarah Smith Garnet School,Brooklyn,13,3K-5,824,253,453.9,56.5,27.7,69.2,255,457.5,62.7,20.4,57.8,59.6,63.5,7.0,29.5,22.2,36.2,5.0,0.1,15.0,2.8,32.2,36.5
31R080,The Michael J. Petrides School,Staten Island,31,PK-12,1413,624,453.5,59.6,22.8,73.2,493,456.7,59.2,18.7,53.4,59.4,63.3,12.5,22.1,34.3,27.0,3.1,0.6,34.3,2.5,66.5,63.6
29Q118,P.S. 118 Lorraine Hansberry,Queens,29,3K-5,389,144,447.5,45.1,15.3,49.6,148,464.8,73.6,26.4,75.2,59.4,62.4,27.2,51.2,18.0,0.3,0.8,2.6,18.5,9.5,76.6,73.6
25Q219,P.S. 219 Paul Klapper,Queens,25,PK-8,566,347,450.5,54.5,26.5,66.1,287,460.4,64.1,31.0,59.7,59.3,62.9,53.9,4.6,29.9,8.8,2.1,0.7,33.9,21.9,73.9,67.6
25Q200,P.S./M.S. 200 - The Magnet School of Global Studie,Queens,25,3K-8,488,298,451.9,59.1,23.5,72.9,297,457.3,59.3,20.9,53.5,59.2,63.2,11.1,21.7,53.9,7.8,3.9,1.4,24.0,9.0,72.7,67.3
01M363,Neighborhood School,Manhattan,1,3K-5,207,11,445.7,54.5,0.0,66.5,11,451.0,63.6,0.0,58.9,59.1,62.7,3.9,9.7,35.3,43.0,7.2,1.0,28.0,1.0,44.0,51.7
18K268,P.S. 268 Emma Lazarus,Brooklyn,18,3K-5,286,105,450.0,51.4,21.9,60.9,102,462.5,66.7,30.4,63.6,59.0,62.3,0.0,72.7,25.2,1.7,0.0,0.3,23.4,11.2,84.6,85.4
07X049,P.S. 049 Willis Avenue,Bronx,7,3K-5,470,164,446.4,47.0,11.6,53.1,165,460.2,70.9,19.4,71.1,58.9,62.1,0.6,26.4,70.9,0.6,0.4,1.1,26.0,13.8,>95%,>95%
26Q213,P.S. 213 The Carl Ullman School,Queens,26,3K-5,349,156,450.6,54.5,23.7,66.2,161,460.3,63.4,28.0,58.5,58.9,62.4,53.3,5.7,26.6,10.9,2.6,0.9,18.6,12.0,77.4,52.7
08X583,P.S. 583,Bronx,8,3K-5,426,183,450.1,48.6,26.2,55.8,185,460.3,69.2,21.1,68.6,58.9,62.2,46.0,6.8,38.5,4.7,0.5,3.3,19.0,15.5,85.7,85.3
31R058,Space Shuttle Columbia School,Staten Island,31,PK-5,758,321,449.5,53.6,18.4,65.2,324,459.4,63.9,19.8,59.5,58.7,62.4,32.8,5.0,22.4,38.0,1.3,0.3,29.3,9.8,61.7,57.8
13K056,P.S. 056 Lewis H. Latimer,Brooklyn,13,PK-5,247,87,456.5,56.3,39.1,68.5,87,459.2,60.9,35.6,55.8,58.6,62.2,2.8,28.7,15.4,46.6,5.3,1.2,20.6,5.7,34.0,41.5
17K091,P.S. 091 The Albany Avenue School,Brooklyn,17,3K-5,148,58,448.1,50.0,13.8,57.9,58,460.3,67.2,25.9,65.4,58.6,61.7,1.4,75.7,22.3,0.0,0.0,0.7,23.6,14.9,92.6,88.9
31R006,P.S. 6 Corporal Allan F. Kivlehan School,Staten Island,31,3K-5,544,232,449.6,51.7,17.2,61.3,232,458.3,65.5,18.5,62.4,58.6,61.8,8.6,1.8,17.6,68.6,2.6,0.2,41.4,3.1,54.8,42.3
27Q123,P.S. 123,Queens,27,3K-5,625,245,449.6,51.8,20.4,61.5,249,460.2,65.1,20.5,61.5,58.4,61.5,21.4,40.6,22.1,2.7,3.8,9.3,24.2,10.4,85.0,74.4
25Q021,P.S. 021 Edward Hart,Queens,25,PK-5,1054,536,449.2,52.2,24.4,62.5,548,461.2,64.6,29.9,60.7,58.4,61.6,55.7,0.8,36.4,4.6,1.7,0.9,15.7,30.4,78.7,74.6
14K017,P.S. 017 Henry D. Woodworth,Brooklyn,14,PK-5,224,109,448.7,50.5,31.2,58.8,107,460.8,66.4,29.9,63.3,58.4,61.0,1.3,11.2,77.2,9.4,0.0,0.9,40.2,12.1,89.3,84.4
11X169,Baychester Academy,Bronx,11,PK-5,340,122,447.2,52.5,14.8,62.9,123,460.3,64.2,27.6,59.8,58.3,61.3,1.8,65.0,31.5,0.9,0.3,0.6,25.3,8.5,83.5,77.8
21K121,P.S. 121 Nelson A. Rockefeller,Brooklyn,21,K-8,287,170,451.5,57.1,22.9,69.9,170,457.4,59.4,20.0,53.8,58.2,61.8,24.7,4.9,34.5,31.7,3.1,1.0,28.2,26.1,76.3,77.3
31R039,P.S. 39 Francis J. Murphy Jr.,Staten Island,31,K-5,474,217,445.2,43.8,16.1,47.9,218,463.0,72.5,19.7,73.5,58.1,60.7,27.2,6.8,23.0,40.7,2.1,0.2,28.3,27.8,74.7,71.7
20K104,P.S./I.S. 104 The Fort Hamilton School,Brooklyn,20,K-8,924,634,451.3,57.1,24.4,70.0,614,458.0,59.0,26.2,52.8,58.0,61.4,20.8,4.1,30.1,41.5,3.2,0.3,17.7,17.7,66.9,60.5
22K193,P.S. 193 Gil Hodges,Brooklyn,22,3K-5,490,199,447.6,52.3,17.6,62.7,203,459.2,63.5,25.1,58.8,57.9,60.8,25.1,25.1,15.3,28.2,3.3,2.9,21.0,15.1,77.6,73.7
12X463,Urban Scholars Community School,Bronx,12,PK-5,293,102,449.9,52.9,16.7,63.4,105,457.8,62.9,19.0,58.0,57.9,60.7,0.0,37.5,61.4,0.7,0.3,0.0,36.9,12.6,>95%,>95%
27Q060,P.S. 060 Woodhaven,Queens,27,3K-5,922,372,450.8,50.5,28.8,58.9,377,465.5,65.3,36.3,61.8,57.9,60.4,18.5,3.9,71.9,3.1,1.2,1.3,21.5,24.4,81.2,75.3
30Q069,P.S. 069 Jackson Heights,Queens,30,PK-5,729,320,448.3,51.9,21.6,61.6,332,459.6,63.9,25.3,59.4,57.9,60.5,51.2,0.7,36.2,8.1,3.3,0.5,18.9,25.1,68.4,66.9
17K375,P.S. 375 Jackie Robinson School,Brooklyn,17,3K-5,224,55,448.6,47.3,23.6,53.9,57,464.5,68.4,33.3,67.3,57.8,60.6,3.6,73.7,16.5,2.7,3.6,0.0,41.5,17.9,87.9,86.1
12X691,Bronx Little School,Bronx,12,3K-5,323,116,451.2,50.9,21.6,60.0,122,458.5,64.8,21.3,60.9,57.8,60.5,16.1,16.1,64.4,2.5,0.3,0.6,28.8,14.9,88.2,91.2
11X160,P.S. 160 Walt Disney,Bronx,11,PK-5,306,116,451.2,56.9,19.8,69.7,120,455.2,58.3,16.7,51.3,57.6,60.5,3.3,64.1,27.5,3.3,0.3,1.3,26.1,4.9,78.1,65.9
10X344,Ampark Neighborhood,Bronx,10,PK-5,299,119,447.4,47.9,17.6,54.8,119,462.5,67.2,31.1,65.3,57.6,60.1,3.7,13.0,65.9,11.4,5.0,1.0,32.1,4.3,58.9,56.5
20K204,P.S. 204 Vince Lombardi,Brooklyn,20,PK-5,980,495,447.5,48.9,21.2,56.1,503,460.1,66.2,24.9,63.1,57.5,59.6,56.1,0.1,24.7,17.4,0.6,1.0,23.8,23.4,75.6,69.3
20K200,P.S. 200 Benson School,Brooklyn,20,PK-5,1165,571,448.5,49.4,21.2,56.7,580,461.8,65.7,29.7,62.5,57.5,59.6,39.1,2.0,21.6,34.8,2.2,0.3,16.5,31.5,90.8,87.0
12X458,Samara Community School,Bronx,12,PK-5,305,130,451.6,53.1,20.0,63.6,134,460.6,61.9,25.4,56.6,57.5,60.1,2.0,10.2,85.9,1.3,0.7,0.0,24.3,14.1,88.9,84.7
09X443,The Family School,Bronx,9,3K-5,402,163,447.6,45.4,18.4,50.1,164,462.6,69.5,25.6,69.4,57.5,59.7,4.5,23.9,68.4,2.5,0.5,0.2,33.8,24.4,92.8,90.2
30Q070,P.S. 070,Queens,30,3K-5,775,326,450.3,50.6,25.8,59.0,331,460.4,63.1,25.4,58.3,56.9,58.6,9.4,3.9,41.2,41.0,3.4,1.0,17.4,18.3,70.8,67.8
21K215,P.S. 215 Morris H. Weiss,Brooklyn,21,3K-5,668,294,447.9,48.3,24.1,55.1,297,462.8,65.3,31.6,62.1,56.8,58.6,30.2,1.6,24.1,42.1,0.9,1.0,18.9,19.0,78.0,75.6
10X207,P.S. 207,Bronx,10,PK-5,379,132,448.8,50.8,16.7,59.5,138,454.6,62.3,10.9,57.2,56.5,58.3,2.9,14.2,73.9,6.3,1.1,1.3,25.6,18.7,>95%,91.1
18K115,P.S. 115 Daniel Mucatel School,Brooklyn,18,3K-5,828,301,444.9,44.5,14.0,48.7,292,460.5,67.8,22.9,67.1,56.2,57.9,2.7,75.5,9.4,10.0,1.7,0.7,23.6,7.2,77.2,72.4
06M189,P.S. 189,Manhattan,6,3K-5,432,141,443.9,39.0,13.5,40.1,146,464.4,73.3,30.8,74.5,56.1,57.3,1.2,3.2,92.1,3.2,0.2,0.0,27.3,25.7,94.0,88.8
28Q349,The Queens School for Leadership and Excellence,Queens,28,PK-5,570,241,447.6,50.6,17.8,59.2,242,458.3,61.6,23.1,56.2,56.1,57.7,40.2,11.8,42.8,1.8,0.5,3.0,16.5,21.1,88.8,85.9
22K139,P.S. 139 Alexine A. Fenty,Brooklyn,22,PK-5,706,280,449.2,53.6,22.9,65.0,284,456.5,58.5,21.8,51.5,56.0,58.2,13.5,18.4,37.1,22.1,8.1,0.8,21.1,16.3,64.3,63.1
17K092,P.S. 092 Adrian Hegeman,Brooklyn,17,PK-5,258,104,450.0,51.9,17.3,61.7,105,455.5,60.0,17.1,54.4,56.0,58.1,2.3,60.9,21.3,10.5,3.1,1.9,24.8,17.4,93.8,88.0
21K212,P.S. 212 Lady Deborah Moody,Brooklyn,21,PK-5,536,190,447.7,47.4,19.5,54.0,200,457.9,64.5,22.0,60.6,55.9,57.3,25.2,10.6,41.6,21.1,1.1,0.4,28.9,31.5,81.2,81.2
31R045,P.S. 045 John Tyler,Staten Island,31,PK-5,733,338,449.6,49.7,23.1,57.5,335,456.2,62.1,16.7,56.9,55.9,57.2,9.4,16.9,44.1,25.4,3.5,0.7,28.5,6.3,61.7,59.9
17K138,The Dr. Jean Pierre-Louis School of Excellence,Brooklyn,17,3K-8,351,206,448.5,49.0,19.4,56.3,204,458.2,62.7,19.1,57.8,55.9,57.1,2.6,71.2,13.7,10.3,1.7,0.6,27.6,5.4,89.2,84.3
13K282,P.S. 282 Park Slope,Brooklyn,13,3K-5,557,204,449.0,50.0,24.0,57.9,206,457.4,61.7,28.6,56.3,55.8,57.1,6.8,25.3,16.0,42.9,7.7,1.3,23.3,2.0,29.6,32.3
31R041,The Stephanie A. Vierno School,Staten Island,31,3K-5,683,311,447.3,47.3,18.0,53.6,317,458.4,64.4,20.8,60.3,55.8,57.0,32.2,5.9,22.5,37.3,1.5,0.3,26.2,22.5,74.4,68.7
24Q153,P.S. 153 Maspeth Elem,Queens,24,3K-5,763,321,447.1,50.8,21.8,59.8,329,457.6,60.8,24.0,55.7,55.8,57.7,12.1,1.2,46.1,38.4,1.6,0.7,19.9,18.1,64.5,60.7
21K209,P.S. 209 Margaret Mead,Brooklyn,21,K-8,695,418,446.0,47.1,16.3,53.5,411,457.9,64.2,20.7,60.1,55.7,56.8,28.5,2.6,21.6,45.6,1.4,0.3,21.3,29.6,80.4,75.7
28Q048,David N. Dinkins School,Queens,28,3K-5,441,152,449.9,50.7,19.7,59.3,162,458.6,60.5,24.1,55.2,55.6,57.2,33.6,34.2,26.3,2.0,0.5,3.4,23.4,17.7,85.3,86.1
30Q152,P.S. 152 Gwendoline N. Alleyne School,Queens,30,3K-5,554,246,447.8,48.8,19.9,56.0,257,458.8,62.3,26.1,57.0,55.5,56.5,55.1,1.6,37.0,4.7,0.5,1.1,19.1,26.2,82.9,77.6
18K233,P.S. 233 Langston Hughes,Brooklyn,18,3K-5,335,119,444.6,42.0,15.1,46.1,116,454.9,69.0,9.5,68.4,55.5,57.2,0.9,80.9,10.1,4.2,0.6,3.3,28.7,2.7,86.3,80.5
30Q011,P.S. 011 Kathryn Phelan,Queens,30,PK-6,713,376,449.3,52.1,25.0,62.4,381,459.1,58.8,26.0,52.5,55.5,57.4,31.8,1.7,51.6,12.2,2.1,0.6,18.1,24.8,71.0,73.5
27Q377,S.T.A.R. Leadership Academy,Queens,27,3K-5,453,211,447.9,48.3,16.1,55.3,211,457.5,62.6,20.9,57.6,55.5,56.5,27.2,3.3,55.4,9.1,2.2,2.9,20.3,13.9,70.0,56.8
12X536,P.S. 536,Bronx,12,PK-5,302,108,444.7,42.6,19.4,46.4,113,463.7,68.1,31.9,67.2,55.4,56.8,19.2,18.2,59.6,1.3,0.7,0.7,26.2,29.5,93.0,92.4
27Q063,P.S. 063 Old South,Queens,27,3K-5,956,363,447.6,49.0,22.3,56.5,382,457.9,61.5,20.4,56.1,55.3,56.3,47.4,4.5,36.4,6.5,1.3,4.0,22.0,16.8,76.8,73.8
31R021,P.S. 21 Margaret Emery-Elm Park,Staten Island,31,3K-5,364,132,450.8,50.8,20.5,59.5,139,454.0,59.7,12.9,54.3,55.2,56.9,7.7,17.3,61.0,11.8,0.3,1.6,36.3,19.2,89.6,85.2
14K084,P.S. 084 Jose De Diego,Brooklyn,14,3K-8,669,348,449.7,51.1,23.0,60.6,301,456.2,59.1,19.3,53.1,55.1,56.9,3.3,4.0,55.5,30.2,6.6,0.3,25.4,8.7,54.1,56.1
11X097,P.S. 097 Bronx,Bronx,11,3K-5,602,202,449.9,49.5,15.8,57.1,210,456.9,60.5,16.7,55.1,55.0,56.1,22.9,15.8,46.3,12.6,1.3,1.0,27.2,12.0,82.7,75.0
